Transaction ID,CustomerID,ProductID,ProductName,Quantity,PriceperUnit,Date,TotalPrice,Region
479,489,107,Milk,2,2,7/17/2022,4,Matara
480,171,109,Cereal,9,5,11/13/2022,45,Matara
481,568,108,Yogurt,10,4,4/19/2023,40,Matara
482,452,101,Banana,4,1.5,1/30/2023,6,Matara
483,862,109,Cereal,8,5,5/5/2022,40,Matara
484,779,100,Apple,4,1,7/8/2022,4,Matara
485,588,106,Fish,10,12,9/20/2022,120,Matara
486,197,105,Chicken,7,8,5/3/2022,56,Matara
487,486,102,Cheese,2,2.5,12/25/2022,5,Matara
488,704,105,Chicken,4,8,3/24/2023,32,Matara
489,585,106,Fish,7,12,5/26/2022,84,Matara
490,341,101,Banana,5,1.5,11/7/2022,7.5,Matara
491,174,105,Chicken,6,8,2/14/2023,48,Matara
492,414,102,Cheese,4,2.5,4/24/2022,10,Matara
493,172,104,Beef,3,10,1/21/2023,30,Matara
494,683,107,Milk,1,2,5/15/2022,2,Matara
495,130,106,Fish,8,12,12/31/2022,96,Matara
496,466,100,Apple,6,1,3/5/2023,6,Matara
497,648,106,Fish,2,12,5/2/2022,24,Matara
498,433,109,Cereal,5,5,2/5/2023,25,Matara
499,785,108,Yogurt,7,4,10/17/2022,28,Matara
500,198,102,Cheese,10,2.5,8/17/2022,25,Matara
